ts_bucket,zone_id,demand_observed,idle_supply,enroute_supply,enroute_arrivals,rain_mm_h,rain_forecast_15,rain_forecast_30,peak_flag,holiday_flag,price_index,regime
2026-08-14 00:00:00+07:00,1,5,6,0,[],0.023,0.242,0.068,0,0,1.0,normal
2026-08-14 00:00:00+07:00,2,5,9,0,[],0.025,0.0,0.436,0,0,1.0,normal
2026-08-14 00:00:00+07:00,3,5,9,0,[],0.025,0.0,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,4,5,9,0,[],0.024,0.0,0.65,0,0,1.0,normal
2026-08-14 00:00:00+07:00,5,2,3,0,[],0.024,0.0,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,6,5,5,0,[],0.023,0.0,0.239,0,0,1.0,normal
2026-08-14 00:00:00+07:00,7,4,8,0,[],0.023,0.104,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,8,3,3,0,[],0.025,0.0,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,9,9,6,0,[],0.026,0.149,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,10,3,3,0,[],0.022,0.055,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,11,2,3,0,[],0.022,0.227,0.367,0,0,1.0,normal
2026-08-14 00:00:00+07:00,12,2,3,0,[],0.022,0.212,0.507,0,0,1.0,normal
2026-08-14 00:00:00+07:00,13,2,3,0,[],0.024,0.093,0.176,0,0,1.0,normal
2026-08-14 00:00:00+07:00,14,5,4,0,[],0.027,0.0,0.455,0,0,1.0,normal
2026-08-14 00:00:00+07:00,15,2,2,0,[],0.025,0.191,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,16,2,2,0,[],0.024,0.0,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,17,2,2,0,[],0.011,0.065,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,18,2,2,0,[],0.015,0.079,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,19,2,2,0,[],0.015,0.115,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,20,1,2,0,[],0.017,0.0,0.14,0,0,1.0,normal
2026-08-14 00:00:00+07:00,21,2,2,0,[],0.019,0.0,0.206,0,0,1.0,normal
2026-08-14 00:00:00+07:00,22,2,2,0,[],0.019,0.65,0.107,0,0,1.0,normal
2026-08-14 00:00:00+07:00,23,2,2,0,[],0.019,0.214,0.562,0,0,1.0,normal
2026-08-14 00:00:00+07:00,24,1,2,0,[],0.021,0.14,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,25,2,2,0,[],0.021,0.0,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,26,2,2,0,[],0.022,0.129,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,27,2,2,0,[],0.025,0.043,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,28,1,2,0,[],0.026,0.0,0.0,0,0,1.0,normal
2026-08-14 00:00:00+07:00,29,2,2,0,[],0.021,0.002,0.149,0,0,1.0,normal
2026-08-14 00:00:00+07:00,30,6,3,0,[],0.013,0.0,0.015,0,0,1.0,normal
2026-08-14 00:05:00+07:00,1,4,7,0,[],0.024,0.031,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,2,6,8,0,[],0.025,0.336,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,3,6,8,0,[],0.025,0.0,0.079,0,0,1.0,normal
2026-08-14 00:05:00+07:00,4,6,11,0,[],0.024,0.0,0.02,0,0,1.0,normal
2026-08-14 00:05:00+07:00,5,2,4,0,[],0.024,0.071,0.183,0,0,1.0,normal
2026-08-14 00:05:00+07:00,6,6,6,0,[],0.023,0.247,0.207,0,0,1.0,normal
2026-08-14 00:05:00+07:00,7,4,8,0,[],0.023,0.0,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,8,2,5,0,[],0.025,0.0,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,9,6,5,0,[],0.026,0.195,0.426,0,0,1.0,normal
2026-08-14 00:05:00+07:00,10,2,4,0,[],0.022,0.318,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,11,2,4,0,[],0.022,0.214,0.617,0,0,1.0,normal
2026-08-14 00:05:00+07:00,12,2,3,0,[],0.022,0.145,0.27,0,0,1.0,normal
2026-08-14 00:05:00+07:00,13,2,3,0,[],0.024,0.203,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,14,5,4,0,[],0.027,0.134,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,15,2,2,0,[],0.025,0.0,0.506,0,0,1.0,normal
2026-08-14 00:05:00+07:00,16,2,2,0,[],0.025,0.324,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,17,2,2,0,[],0.011,0.0,0.189,0,0,1.0,normal
2026-08-14 00:05:00+07:00,18,1,2,0,[],0.015,0.072,0.069,0,0,1.0,normal
2026-08-14 00:05:00+07:00,19,1,2,0,[],0.015,0.0,0.351,0,0,1.0,normal
2026-08-14 00:05:00+07:00,20,2,2,0,[],0.017,0.0,0.283,0,0,1.0,normal
2026-08-14 00:05:00+07:00,21,2,2,0,[],0.019,0.0,0.842,0,0,1.0,normal
2026-08-14 00:05:00+07:00,22,2,2,0,[],0.019,0.082,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,23,2,2,0,[],0.019,0.0,0.312,0,0,1.0,normal
2026-08-14 00:05:00+07:00,24,1,2,0,[],0.021,0.0,0.158,0,0,1.0,normal
2026-08-14 00:05:00+07:00,25,1,2,0,[],0.02,0.072,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,26,2,2,0,[],0.022,0.0,0.239,0,0,1.0,normal
2026-08-14 00:05:00+07:00,27,2,2,0,[],0.025,0.165,0.0,0,0,1.0,normal
2026-08-14 00:05:00+07:00,28,1,2,0,[],0.026,0.275,0.334,0,0,1.0,normal
2026-08-14 00:05:00+07:00,29,2,2,0,[],0.021,0.0,0.104,0,0,1.0,normal
2026-08-14 00:05:00+07:00,30,7,4,0,[],0.014,0.0,0.611,0,0,1.0,normal
2026-08-14 00:10:00+07:00,1,5,8,0,[],0.024,0.065,0.306,0,0,1.0,normal
2026-08-14 00:10:00+07:00,2,5,9,0,[],0.025,0.0,0.451,0,0,1.0,normal
2026-08-14 00:10:00+07:00,3,5,9,0,[],0.025,0.136,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,4,6,10,0,[],0.024,0.285,0.577,0,0,1.0,normal
2026-08-14 00:10:00+07:00,5,2,3,0,[],0.024,0.017,0.233,0,0,1.0,normal
2026-08-14 00:10:00+07:00,6,3,6,0,[],0.023,0.063,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,7,5,5,0,[],0.023,0.132,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,8,3,3,0,[],0.024,0.107,0.605,0,0,1.0,normal
2026-08-14 00:10:00+07:00,9,9,3,0,[],0.026,0.0,0.272,0,0,1.0,normal
2026-08-14 00:10:00+07:00,10,3,4,0,[],0.022,0.0,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,11,3,4,0,[],0.022,0.389,0.491,0,0,1.0,normal
2026-08-14 00:10:00+07:00,12,2,2,0,[],0.022,0.0,0.471,0,0,1.0,normal
2026-08-14 00:10:00+07:00,13,2,2,0,[],0.024,0.171,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,14,5,4,0,[],0.027,0.01,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,15,2,3,0,[],0.025,0.0,0.165,0,0,1.0,normal
2026-08-14 00:10:00+07:00,16,2,2,0,[],0.026,0.564,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,17,2,2,0,[],0.012,0.0,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,18,1,2,0,[],0.016,0.172,0.962,0,0,1.0,normal
2026-08-14 00:10:00+07:00,19,2,2,0,[],0.016,0.0,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,20,1,2,0,[],0.017,0.042,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,21,2,2,0,[],0.018,0.21,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,22,2,2,0,[],0.02,0.0,0.38,0,0,1.0,normal
2026-08-14 00:10:00+07:00,23,1,3,0,[],0.02,0.176,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,24,2,2,0,[],0.021,0.041,0.148,0,0,1.0,normal
2026-08-14 00:10:00+07:00,25,2,2,0,[],0.019,0.266,0.05,0,0,1.0,normal
2026-08-14 00:10:00+07:00,26,2,2,0,[],0.021,0.207,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,27,2,2,0,[],0.024,0.096,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,28,1,2,0,[],0.025,0.135,0.0,0,0,1.0,normal
2026-08-14 00:10:00+07:00,29,2,2,0,[],0.022,0.212,0.889,0,0,1.0,normal
2026-08-14 00:10:00+07:00,30,4,3,0,[],0.014,0.175,0.805,0,0,1.0,normal
2026-08-14 00:15:00+07:00,1,5,6,0,[],0.024,0.234,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,2,3,9,0,[],0.025,0.0,0.445,0,0,1.0,normal
2026-08-14 00:15:00+07:00,3,4,6,0,[],0.025,0.0,0.141,0,0,1.0,normal
2026-08-14 00:15:00+07:00,4,6,9,0,[],0.024,0.018,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,5,2,4,0,[],0.024,0.085,0.507,0,0,1.0,normal
2026-08-14 00:15:00+07:00,6,5,6,0,[],0.023,0.068,0.25,0,0,1.0,normal
2026-08-14 00:15:00+07:00,7,7,7,0,[],0.023,0.0,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,8,2,3,0,[],0.024,0.0,0.153,0,0,1.0,normal
2026-08-14 00:15:00+07:00,9,6,4,0,[],0.026,0.212,0.418,0,0,1.0,normal
2026-08-14 00:15:00+07:00,10,3,4,0,[],0.022,0.0,0.593,0,0,1.0,normal
2026-08-14 00:15:00+07:00,11,3,3,0,[],0.022,0.0,0.099,0,0,1.0,normal
2026-08-14 00:15:00+07:00,12,2,3,0,[],0.022,0.0,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,13,2,2,0,[],0.024,0.0,0.13,0,0,1.0,normal
2026-08-14 00:15:00+07:00,14,6,3,0,[],0.027,0.161,0.348,0,0,1.0,normal
2026-08-14 00:15:00+07:00,15,3,2,0,[],0.026,0.149,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,16,1,2,0,[],0.026,0.0,0.041,0,0,1.0,normal
2026-08-14 00:15:00+07:00,17,1,2,0,[],0.012,0.003,1.022,0,0,1.0,normal
2026-08-14 00:15:00+07:00,18,2,1,0,[],0.016,0.0,0.346,0,0,1.0,normal
2026-08-14 00:15:00+07:00,19,2,2,0,[],0.016,0.199,0.052,0,0,1.0,normal
2026-08-14 00:15:00+07:00,20,1,2,0,[],0.017,0.063,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,21,2,2,0,[],0.018,0.083,0.481,0,0,1.0,normal
2026-08-14 00:15:00+07:00,22,2,2,0,[],0.02,0.038,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,23,2,3,0,[],0.02,0.0,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,24,2,2,0,[],0.02,0.023,0.536,0,0,1.0,normal
2026-08-14 00:15:00+07:00,25,1,2,0,[],0.019,0.297,0.381,0,0,1.0,normal
2026-08-14 00:15:00+07:00,26,1,1,0,[],0.02,0.022,0.249,0,0,1.0,normal
2026-08-14 00:15:00+07:00,27,2,2,0,[],0.024,0.245,0.0,0,0,1.0,normal
2026-08-14 00:15:00+07:00,28,1,1,0,[],0.024,0.319,0.476,0,0,1.0,normal
2026-08-14 00:15:00+07:00,29,2,2,0,[],0.022,0.725,0.058,0,0,1.0,normal
2026-08-14 00:15:00+07:00,30,4,3,0,[],0.015,0.089,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,1,8,14,0,[],0.063,0.069,0.392,0,0,1.0,normal
2026-08-14 06:50:00+07:00,2,10,9,0,[],0.065,0.0,0.135,0,0,1.0,normal
2026-08-14 06:50:00+07:00,3,9,14,0,[],0.064,0.425,0.116,0,0,1.0,normal
2026-08-14 06:50:00+07:00,4,9,14,0,[],0.063,0.107,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,5,6,5,0,[],0.065,0.047,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,6,8,9,0,[],0.062,0.109,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,7,10,11,0,[],0.06,0.153,0.472,0,0,1.0,normal
2026-08-14 06:50:00+07:00,8,4,6,0,[],0.062,0.0,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,9,15,6,0,[],0.068,0.205,0.297,0,0,1.0,normal
2026-08-14 06:50:00+07:00,10,4,5,0,[],0.062,0.321,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,11,6,6,0,[],0.058,0.128,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,12,4,4,0,[],0.057,0.0,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,13,3,3,0,[],0.059,0.416,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,14,10,5,0,[],0.07,0.0,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,15,4,5,0,[],0.072,0.0,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,16,3,2,0,[],0.078,0.114,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,17,3,3,0,[],0.05,0.103,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,18,3,3,0,[],0.053,0.187,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,19,3,3,0,[],0.052,0.0,0.22,0,0,1.0,normal
2026-08-14 06:50:00+07:00,20,3,3,0,[],0.05,0.0,0.682,0,0,1.0,normal
2026-08-14 06:50:00+07:00,21,4,3,0,[],0.047,0.01,0.148,0,0,1.0,normal
2026-08-14 06:50:00+07:00,22,3,3,0,[],0.059,0.027,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,23,4,4,0,[],0.056,0.148,0.506,0,0,1.0,normal
2026-08-14 06:50:00+07:00,24,2,3,0,[],0.049,0.0,0.0,0,0,1.0,normal
2026-08-14 06:50:00+07:00,25,3,3,0,[],0.038,0.03,0.567,0,0,1.0,normal
2026-08-14 06:50:00+07:00,26,3,2,0,[],0.043,0.078,0.011,0,0,1.0,normal
2026-08-14 06:50:00+07:00,27,3,3,0,[],0.056,0.105,0.009,0,0,1.0,normal
2026-08-14 06:50:00+07:00,28,2,3,0,[],0.051,0.04,0.204,0,0,1.0,normal
2026-08-14 06:50:00+07:00,29,5,3,0,[],0.067,0.263,0.0,0,0,1.0,normal
